ID    |TERMINO                       |CF    |DF    
6048  |hall                          |483   |1     
6049  |hallador                      |1     |1     
6050  |hallais                       |3     |1     
6051  |hallamon                      |1     |1     
6052  |hallar                        |14    |1     
6053  |hallared                      |1     |1     
6054  |hallareis                     |4     |1     
6055  |hallari                       |6     |1     
6056  |hallaronl                     |3     |1     
6057  |hallarons                     |1     |1     
6058  |hallart                       |1     |1     
6059  |hallas                        |1     |1     
6060  |hallast                       |4     |1     
6061  |hallastet                     |1     |1     
6062  |hallazg                       |10    |1     
6063  |hallel                        |2     |1     
6064  |hallem                        |3     |1     
6065  |hallol                        |8     |1     
6066  |hallos                        |3     |1     
6067  |ham                           |1     |1     
6068  |hamag                         |1     |1     
6069  |hambr                         |59    |1     
6070  |hambrient                     |5     |1     
6071  |hamel                         |1     |1     
6072  |hamet                         |4     |1     
6073  |han                           |350   |1     
6074  |haneg                         |3     |1     
6075  |hanl                          |1     |1     
6076  |hanm                          |1     |1     
6077  |hans                          |3     |1     
6078  |haosl                         |1     |1     
6079  |har                           |130   |1     
6080  |harasel                       |1     |1     
6081  |harasm                        |1     |1     
6082  |harb                          |2     |1     
6083  |hareis                        |6     |1     
6084  |hari                          |43    |1     
6085  |harial                        |1     |1     
6086  |harin                         |1     |1     
6087  |harmless                      |1     |1     
6088  |haron                         |1     |1     
6089  |harpiller                     |1     |1     
6090  |hart                          |52    |1     
6091  |hartat                        |1     |1     
6092  |hartazg                       |1     |1     
6093  |hartom                        |1     |1     
6094  |hartur                        |1     |1     
6095  |has                           |164   |1     
6096  |hasel                         |5     |1     
6097  |hasm                          |3     |1     
6098  |hast                          |386   |1     
6099  |hat                           |7     |1     
6100  |hav                           |5     |1     
6101  |hay                           |615   |1     
6102  |hayad                         |1     |1     
6103  |hayais                        |3     |1     
6104  |haz                           |23    |1     
6105  |hazan                         |76    |1     
6106  |hazl                          |1     |1     
6107  |hear                          |1     |1     
6108  |hebr                          |3     |1     
6109  |hebre                         |1     |1     
6110  |hec                           |6     |1     
6111  |hech                          |373   |1     
6112  |hechicer                      |11    |1     
6113  |hechiceresc                   |1     |1     
6114  |hechiz                        |1     |1     
6115  |hecho                         |1     |1     
6116  |hechol                        |1     |1     
6117  |hechur                        |8     |1     
6118  |hector                        |3     |1     
6119  |hediond                       |1     |1     
6120  |heis                          |1     |1     
6121  |hel                           |6     |1     
6122  |helarsem                      |1     |1     
6123  |help                          |3     |1     
6124  |hem                           |65    |1     
6125  |hembr                         |7     |1     
6126  |hemosl                        |2     |1     
6127  |hen                           |4     |1     
6128  |henar                         |3     |1     
6129  |hench                         |1     |1     
6130  |hend                          |1     |1     
6131  |hepil                         |1     |1     
6132  |her                           |61    |1     
6133  |heracli                       |1     |1     
6134  |herbolari                     |1     |1     
6135  |herbos                        |1     |1     
6136  |hercul                        |6     |1     
6137  |hered                         |7     |1     
6138  |hereder                       |15    |1     
6139  |herej                         |3     |1     
6140  |herenci                       |1     |1     
6141  |heri                          |1     |1     
6142  |herm                          |15    |1     
6143  |herman                        |139   |1     
6144  |hermand                       |4     |1     
6145  |hermandad                     |1     |1     
6146  |hermos                        |179   |1     
6147  |hermosisim                    |15    |1     
6148  |hermosur                      |127   |1     
6149  |hern                          |3     |1     
6150  |heroic                        |5     |1     
6151  |herr                          |4     |1     
6152  |herradur                      |3     |1     
6153  |herrer                        |3     |1     
6154  |herreri                       |1     |1     
6155  |herreruel                     |8     |1     
6156  |het                           |1     |1     
6157  |hetel                         |1     |1     
6158  |hetic                         |1     |1     
6159  |hetor                         |1     |1     
6160  |hia                           |1     |1     
6161  |hic                           |189   |1     
6162  |hicel                         |2     |1     
6163  |hici                          |1     |1     
6164  |hicier                        |17    |1     
6165  |hicierad                      |2     |1     
6166  |hicieronl                     |7     |1     
6167  |hicierons                     |3     |1     
6168  |hicies                        |2     |1     
6169  |hiciesed                      |1     |1     
6170  |hicist                        |1     |1     
6171  |hidalg                        |85    |1     
6172  |hidalgui                      |3     |1     
6173  |hideperr                      |1     |1     
6174  |hideput                       |13    |1     
6175  |hidiond                       |1     |1     
6176  |hidrop                        |1     |1     
6177  |hier                          |7     |1     
6178  |hierogli                      |1     |1     
6179  |hierr                         |26    |1     
6180  |hig                           |7     |1     
6181  |hij                           |333   |1     
6182  |hijit                         |1     |1     
6183  |hijodalg                      |2     |1     
6184  |hil                           |31    |1     
6185  |hilach                        |1     |1     
6186  |hilaz                         |3     |1     
6187  |hiler                         |5     |1     
6188  |hinc                          |21    |1     
6189  |hincapi                       |1     |1     
6190  |hincat                        |1     |1     
6191  |hinch                         |6     |1     
6192  |hinchart                      |1     |1     
6193  |hinchazon                     |1     |1     
6194  |hinoj                         |6     |1     
6195  |hinqu                         |2     |1     
6196  |hiperbol                      |3     |1     
6197  |hipocrat                      |2     |1     
6198  |hipocresi                     |2     |1     
6199  |hipocrit                      |4     |1     
6200  |hipogrif                      |2     |1     
6201  |hipolit                       |1     |1     
6202  |hircani                       |7     |1     
6203  |hiri                          |2     |1     
6204  |hiriol                        |1     |1     
6205  |hirv                          |2     |1     
6206  |hisop                         |1     |1     
6207  |histori                       |322   |1     
6208  |hit                           |11    |1     
6209  |hiz                           |239   |1     
6210  |hizol                         |24    |1     
6211  |hizom                         |1     |1     
6212  |hizos                         |8     |1     
6213  |hob                           |1     |1     
6214  |hobier                        |1     |1     
6215  |hoc                           |3     |1     
6216  |hocic                         |2     |1     
6217  |hogan                         |2     |1     
6218  |hogaz                         |4     |1     
6219  |hoguer                        |4     |1     
6220  |hoj                           |21    |1     
6221  |hoje                          |2     |1     
6222  |hojuel                        |1     |1     
6223  |hol                           |3     |1     
6224  |holand                        |7     |1     
6225  |hold                          |5     |1     
6226  |holg                          |27    |1     
6227  |holgad                        |1     |1     
6228  |holgais                       |1     |1     
6229  |holgar                        |3     |1     
6230  |holgared                      |1     |1     
6231  |holgarem                      |1     |1     
6232  |holgari                       |3     |1     
6233  |holgazan                      |2     |1     
6234  |holgos                        |1     |1     
6235  |holl                          |2     |1     
6236  |hom                           |1     |1     
6237  |hombr                         |403   |1     
6238  |hombrecill                    |1     |1     
6239  |hombrecit                     |1     |1     
6240  |hombron                       |1     |1     
6241  |hombrun                       |2     |1     
6242  |homer                         |4     |1     
6243  |homerus                       |1     |1     
6244  |homic                         |3     |1     
6245  |homicidi                      |1     |1     
6246  |hond                          |12    |1     
6247  |hondon                        |1     |1     
6248  |hondur                        |1     |1     
6249  |honest                        |99    |1     
6250  |honestis                      |1     |1     
6251  |honestisim                    |1     |1     
6252  |honor                         |9     |1     
6253  |honr                          |165   |1     
6254  |honradis                      |1     |1     
6255  |honradisim                    |1     |1     
6256  |honrall                       |2     |1     
6257  |honrar                        |1     |1     
6258  |honrart                       |1     |1     
6259  |honros                        |14    |1     
6260  |hop                           |2     |1     
6261  |hor                           |154   |1     
6262  |horaci                        |4     |1     
6263  |horad                         |4     |1     
6264  |horadacion                    |1     |1     
6265  |horc                          |7     |1     
6266  |horcaj                        |3     |1     
6267  |horcajadur                    |1     |1     
6268  |horizont                      |2     |1     
6269  |horm                          |1     |1     
6270  |hormig                        |4     |1     
6271  |horn                          |2     |1     
6272  |horquill                      |1     |1     
6273  |horr                          |1     |1     
6274  |horrend                       |6     |1     
6275  |horrison                      |2     |1     
6276  |horror                        |2     |1     
6277  |hospital                      |3     |1     
6278  |hostaler                      |1     |1     
6279  |hot                           |1     |1     
6280  |how                           |4     |1     
6281  |howev                         |1     |1     
6282  |hoy                           |80    |1     
6283  |hoz                           |3     |1     
6284  |html                          |2     |1     
6285  |http://gutenberg.net/license).|1     |1     
6286  |http://pglaf.org              |2     |1     
6287  |http://pglaf.org/donate       |1     |1     
6288  |http://pglaf.org/fundraising. |1     |1     
6289  |http://www.gutenberg.net      |1     |1     
6290  |http://www.gutenberg.org/2/0/0/2000/|1     |1     
6291  |http://www.pglaf.org.         |1     |1     
6292  |hub                           |271   |1     
6293  |hubier                        |19    |1     
6294  |hubierad                      |3     |1     
6295  |hubieral                      |1     |1     
6296  |hubiered                      |4     |1     
6297  |hubist                        |1     |1     
6298  |hubol                         |1     |1     
6299  |huec                          |15    |1     
6300  |huel                          |11    |1     
6301  |huelg                         |3     |1     
6302  |huell                         |3     |1     
6303  |huerfan                       |10    |1     
6304  |hues                          |31    |1     
6305  |huesp                         |49    |1     
6306  |huesped                       |19    |1     
6307  |huev                          |10    |1     
6308  |hui                           |6     |1     
6309  |huid                          |7     |1     
6310  |huill                         |1     |1     
6311  |huir                          |18    |1     
6312  |huirm                         |1     |1     
6313  |huirs                         |3     |1     
6314  |hum                           |12    |1     
6315  |human                         |55    |1     
6316  |humed                         |3     |1     
6317  |humedec                       |3     |1     
6318  |humi                          |1     |1     
6319  |humild                        |47    |1     
6320  |humilisim                     |1     |1     
6321  |humill                        |5     |1     
6322  |humillacion                   |1     |1     
6323  |humillat                      |1     |1     
6324  |humillom                      |1     |1     
6325  |humor                         |21    |1     
6326  |hund                          |4     |1     
6327  |hundi                         |3     |1     
6328  |hundreds                      |1     |1     
6329  |huran                         |1     |1     
6330  |hurg                          |1     |1     
6331  |huron                         |2     |1     
6332  |hurt                          |21    |1     
6333  |hurtacordel                   |1     |1     
6334  |hus                           |2     |1     
6335  |huy                           |19    |1     
6336  |huyend                        |17    |1     
6337  |huyer                         |1     |1     
6338  |huyeron                       |1     |1     
6339  |huyos                         |1     |1     
6340  |hypertext                     |1     |1     
6341  |iad                           |1     |1     
6342  |iba                           |157   |1     
6343  |ibad                          |1     |1     
6344  |ibam                          |5     |1     
6345  |iban                          |52    |1     
6346  |ibans                         |2     |1     
6347  |ibas                          |4     |1     
6348  |iberi                         |1     |1     
6349  |ici                           |1     |1     
6350  |ida                           |6     |1     
6351  |idas                          |1     |1     
6352  |ide                           |2     |1     
6353  |identification                |1     |1     
6354  |identify                      |1     |1     
6355  |ides                          |1     |1     
6356  |idi                           |1     |1     
6357  |idiom                         |2     |1     
6358  |idiot                         |3     |1     
6359  |ido                           |24    |1     
6360  |idol                          |1     |1     
6361  |idone                         |1     |1     
6362  |idos                          |6     |1     
6363  |iglesi                        |28    |1     
6364  |ignor                         |57    |1     
6365  |ignorais                      |1     |1     
6366  |igual                         |76    |1     
6367  |igualari                      |1     |1     
6368  |iguald                        |3     |1     
6369  |iguez                         |1     |1     
6370  |iii                           |2     |1     
6371  |ijad                          |5     |1     
6372  |ijas                          |1     |1     
6373  |ili                           |1     |1     
6374  |illud                         |1     |1     
6375  |ilustr                        |16    |1     
6376  |ilustrisim                    |3     |1     
6377  |imag                          |15    |1     
6378  |imagen                        |3     |1     
6379  |imagin                        |163   |1     
6380  |imaginab                      |1     |1     
6381  |imaginacion                   |46    |1     
6382  |imaginald                     |1     |1     
6383  |imaginar                      |1     |1     
6384  |imediat                       |1     |1     
6385  |imit                          |30    |1     
6386  |imitacion                     |12    |1     
6387  |imitais                       |1     |1     
6388  |imitall                       |1     |1     
6389  |imitar                        |2     |1     
6390  |immediat                      |2     |1     
6391  |impacient                     |3     |1     
6392  |imped                         |8     |1     
6393  |impediment                    |4     |1     
6394  |impel                         |1     |1     
6395  |impeli                        |2     |1     
6396  |impenetr                      |2     |1     
6397  |impens                        |2     |1     
6398  |imperatori                    |1     |1     
6399  |imperfect                     |2     |1     
6400  |imperfet                      |1     |1     
6401  |imperi                        |13    |1     
6402  |impertinent                   |35    |1     
6403  |impetu                        |4     |1     
6404  |impetus                       |2     |1     
6405  |impi                          |1     |1     
6406  |impid                         |14    |1     
6407  |impidi                        |2     |1     
6408  |impir                         |1     |1     
6409  |implac                        |2     |1     
6410  |impli                         |2     |1     
6411  |implicari                     |1     |1     
6412  |impon                         |1     |1     
6413  |import                        |62    |1     
6414  |important                     |1     |1     
6415  |importar                      |1     |1     
6416  |importun                      |17    |1     
6417  |impos                         |54    |1     
6418  |imposibil                     |8     |1     
6419  |imposibilit                   |12    |1     
6420  |impres                        |28    |1     
6421  |impresion                     |9     |1     
6422  |impresor                      |6     |1     
6423  |imprim                        |29    |1     
6424  |imprimes                      |1     |1     
6425  |imprimi                       |2     |1     
6426  |imprimier                     |7     |1     
6427  |impropi                       |1     |1     
6428  |impropiedad                   |2     |1     
6429  |improvis                      |22    |1     
6430  |imprudent                     |3     |1     
6431  |impuest                       |1     |1     
6432  |impuls                        |1     |1     
6433  |impur                         |1     |1     
6434  |impus                         |1     |1     
6435  |impusier                      |1     |1     
6436  |ina                           |1     |1     
6437  |inacab                        |2     |1     
6438  |inaccurat                     |1     |1     
6439  |inaces                        |1     |1     
6440  |inadvert                      |1     |1     
6441  |inadvertid                    |1     |1     
6442  |inaudit                       |13    |1     
6443  |incans                        |2     |1     
6444  |incapaz                       |3     |1     
6445  |incendi                       |2     |1     
6446  |incent                        |1     |1     
6447  |inces                         |1     |1     
6448  |incidental                    |1     |1     
6449  |inciert                       |1     |1     
6450  |incit                         |10    |1     
6451  |inclement                     |7     |1     
6452  |inclin                        |28    |1     
6453  |inclinacion                   |6     |1     
6454  |inclinos                      |1     |1     
6455  |inclinosel                    |1     |1     
6456  |inclit                        |3     |1     
6457  |includ                        |5     |1     
6458  |including                     |9     |1     
6459  |incluyes                      |1     |1     
6460  |incomod                       |10    |1     
6461  |incompar                      |10    |1     
6462  |incomplet                     |1     |1     
6463  |incomport                     |1     |1     
6464  |inconsider                    |2     |1     
6465  |inconst                       |1     |1     
6466  |incontrast                    |1     |1     
6467  |inconvenient                  |18    |1     
6468  |inconvinient                  |2     |1     
6469  |increasing                    |1     |1     
6470  |incredul                      |1     |1     
6471  |increibl                      |4     |1     
6472  |incult                        |1     |1     
6473  |incur                         |1     |1     
6474  |incurr                        |5     |1     
6475  |indec                         |1     |1     
6476  |indecent                      |3     |1     
6477  |indemnify                     |1     |1     
6478  |indemnity                     |1     |1     
6479  |indi                          |8     |1     
6480  |indic                         |1     |1     
6481  |indicat                       |1     |1     
6482  |indicating                    |1     |1     
6483  |indici                        |19    |1     
6484  |indiferent                    |1     |1     
6485  |indigestion                   |1     |1     
6486  |indign                        |11    |1     
6487  |indignacion                   |2     |1     
6488  |indirect                      |1     |1     
6489  |indirectly                    |1     |1     
6490  |indiscret                     |2     |1     
6491  |indisposicion                 |1     |1     
6492  |individual                    |4     |1     
6493  |indom                         |1     |1     
6494  |indomit                       |3     |1     
6495  |indubit                       |5     |1     
6496  |industri                      |41    |1     
6497  |inef                          |1     |1     
6498  |inescrut                      |2     |1     
6499  |inestim                       |1     |1     
6500  |inevit                        |1     |1     
6501  |inexcus                       |2     |1     
6502  |inexpugn                      |2     |1     
6503  |inez                          |1     |1     
6504  |infacund                      |1     |1     
6505  |infal                         |3     |1     
6506  |infam                         |10    |1     
6507  |infamatori                    |1     |1     
6508  |infami                        |2     |1     
6509  |infant                        |30    |1     
6510  |infanteri                     |5     |1     
6511  |infelic                       |1     |1     
6512  |infer                         |5     |1     
6513  |inferior                      |2     |1     
6514  |infernal                      |3     |1     
6515  |infi                          |1     |1     
6516  |infier                        |5     |1     
6517  |infiern                       |29    |1     
6518  |infim                         |1     |1     
6519  |infin                         |5     |1     
6520  |infinit                       |60    |1     
6521  |infinitus                     |1     |1     
6522  |infirais                      |1     |1     
6523  |influenci                     |1     |1     
6524  |influj                        |2     |1     
6525  |inform                        |17    |1     
6526  |informacion                   |3     |1     
6527  |informall                     |1     |1     
6528  |information                   |7     |1     
6529  |infortuni                     |2     |1     
6530  |infringement                  |1     |1     
6531  |infund                        |6     |1     
6532  |infundi                       |3     |1     
6533  |ingalaterr                    |6     |1     
6534  |ingeni                        |78    |1     
6535  |ingenier                      |1     |1     
6536  |inger                         |1     |1     
6537  |inglaterr                     |1     |1     
6538  |ingles                        |1     |1     
6539  |ingrat                        |16    |1     
6540  |ingratitud                    |5     |1     
6541  |inhabilit                     |1     |1     
6542  |inhabit                       |2     |1     
6543  |inhuman                       |2     |1     
6544  |inim                          |1     |1     
6545  |injuri                        |7     |1     
6546  |injust                        |4     |1     
6547  |inmemorial                    |1     |1     
6548  |inmens                        |4     |1     
6549  |inmortal                      |5     |1     
6550  |inmund                        |2     |1     
6551  |inmundici                     |3     |1     
6552  |innumer                       |7     |1     
6553  |inocent                       |2     |1     
6554  |inomini                       |1     |1     
6555  |inorm                         |1     |1     
6556  |inquer                        |1     |1     
6557  |inquiet                       |5     |1     
6558  |inquietud                     |2     |1     
6559  |inquir                        |3     |1     
6560  |inquisidor                    |1     |1     
6561  |inremedi                      |2     |1     
6562  |inrepar                       |2     |1     
6563  |inresolut                     |1     |1     
6564  |insepar                       |1     |1     
6565  |insert                        |1     |1     
6566  |insidi                        |1     |1     
6567  |insign                        |5     |1     
6568  |insigni                       |4     |1     
6569  |insolent                      |12    |1     
6570  |inspiracion                   |1     |1     
6571  |instabil                      |2     |1     
6572  |instabl                       |1     |1     
6573  |instant                       |45    |1     
6574  |instig                        |4     |1     
6575  |instint                       |1     |1     
6576  |institu                       |3     |1     
6577  |instrument                    |25    |1     
6578  |insuficient                   |1     |1     
6579  |insufr                        |2     |1     
6580  |insul                         |148   |1     
6581  |insulan                       |8     |1     
6582  |intact                        |1     |1     
6583  |integr                        |1     |1     
6584  |inteleg                       |1     |1     
6585  |intelig                       |1     |1     
6586  |inteligent                    |3     |1     
6587  |intellectual                  |2     |1     
6588  |intencion                     |128   |1     
6589  |intens                        |3     |1     
6590  |intent                        |40    |1     
6591  |intentar                      |1     |1     
6592  |inter                         |18    |1     
6593  |intercesor                    |1     |1     
6594  |interdum                      |1     |1     
6595  |interes                       |7     |1     
6596  |interesal                     |1     |1     
6597  |interin                       |1     |1     
6598  |interior                      |1     |1     
6599  |internal                      |1     |1     
6600  |international                 |1     |1     
6601  |interpon                      |1     |1     
6602  |interpret                     |6     |1     
6603  |interpretacion                |1     |1     
6604  |interrog                      |1     |1     
6605  |interromp                     |3     |1     
6606  |interrompereis                |1     |1     
6607  |interrot                      |1     |1     
6608  |interrump                     |2     |1     
6609  |interrumpais                  |2     |1     
6610  |interval                      |2     |1     
6611  |intervencion                  |1     |1     
6612  |interveng                     |1     |1     
6613  |intervien                     |1     |1     
6614  |intervin                      |1     |1     
6615  |intim                         |7     |1     
6616  |intitul                       |11    |1     
6617  |intoler                       |2     |1     
6618  |intons                        |1     |1     
6619  |intrep                        |10    |1     
6620  |intrepid                      |1     |1     
6621  |intric                        |13    |1     
6622  |introduc                      |3     |1     
6623  |intrument                     |1     |1     
6624  |inumer                        |7     |1     
6625  |inusit                        |1     |1     
6626  |inutil                        |12    |1     
6627  |invalidity                    |1     |1     
6628  |invect                        |1     |1     
6629  |invenc                        |9     |1     
6630  |invencion                     |31    |1     
6631  |invener                       |1     |1     
6632  |invent                        |11    |1     
6633  |inventor                      |6     |1     
6634  |invict                        |2     |1     
6635  |invictisim                    |1     |1     
6636  |invidi                        |23    |1     
6637  |inviern                       |11    |1     
6638  |invis                         |3     |1     
6639  |invit                         |2     |1     
6640  |invoc                         |4     |1     
6641  |ira                           |19    |1     
6642  |iran                          |3     |1     
6643  |iras                          |5     |1     
6644  |ire                           |14    |1     
6645  |ireis                         |2     |1     
6646  |irem                          |3     |1     
6647  |iri                           |7     |1     
6648  |irme                          |7     |1     
6649  |irnos                         |1     |1     
6650  |irrit                         |5     |1     
6651  |irs                           |1     |1     
6652  |irse                          |25    |1     
6653  |irte                          |2     |1     
6654  |ise                           |1     |1     
6655  |isim                          |1     |1     
6656  |isla                          |6     |1     
6657  |islas                         |5     |1     
6658  |islill                        |1     |1     
6659  |israel                        |1     |1     
6660  |itali                         |6     |1     
6661  |italian                       |2     |1     
6662  |item                          |4     |1     
6663  |iten                          |1     |1     
6664  |its                           |6     |1     
6665  |izo                           |1     |1     
6666  |izquierd                      |21    |1     
6667  |jabali                        |4     |1     
6668  |jabon                         |6     |1     
6669  |jabonadur                     |3     |1     
6670  |jaboner                       |1     |1     
6671  |jac                           |1     |1     
6672  |jacint                        |1     |1     
6673  |jad                           |2     |1     
6674  |jaec                          |3     |1     
6675  |jaez                          |21    |1     
6676  |jald                          |1     |1     
6677  |jam                           |140   |1     
6678  |jamon                         |1     |1     
6679  |jant                          |1     |1     
6680  |jaquim                        |4     |1     
6681  |jar                           |1     |1     
6682  |jaral                         |1     |1     
6683  |jaram                         |2     |1     
6684  |jaramill                      |1     |1     
6685  |jarci                         |4     |1     
6686  |jardin                        |46    |1     
6687  |jarif                         |1     |1     
6688  |jarr                          |4     |1     
6689  |jason                         |1     |1     
6690  |jasp                          |8     |1     
6691  |jaul                          |38    |1     
6692  |jaurigui                      |1     |1     
6693  |jayan                         |3     |1     
6694  |jazmin                        |1     |1     
6695  |jenizar                       |1     |1     
6696  |jerez                         |1     |1     
6697  |jerezan                       |1     |1     
6698  |jerigonz                      |2     |1     
6699  |jering                        |1     |1     
6700  |jeronim                       |7     |1     
6701  |jerusal                       |1     |1     
6702  |jesucrist                     |1     |1     
6703  |jesus                         |2     |1     
6704  |jimi                          |3     |1     
6705  |jinet                         |9     |1     
6706  |jir                           |1     |1     
6707  |jiron                         |4     |1     
6708  |jocund                        |1     |1     
6709  |joec                          |1     |1     
6710  |jorg                          |4     |1     
6711  |jorn                          |22    |1     
6712  |jornaler                      |2     |1     
6713  |josef                         |1     |1     
6714  |jov                           |1     |1     
6715  |joventud                      |1     |1     
6716  |jovial                        |1     |1     
6717  |joy                           |27    |1     
6718  |juan                          |21    |1     
6719  |jubil                         |2     |1     
6720  |jubon                         |7     |1     
6721  |jud                           |2     |1     
6722  |judi                          |1     |1     
6723  |judicial                      |1     |1     
6724  |judiciari                     |4     |1     
6725  |juec                          |13    |1     
6726  |jueg                          |17    |1     
6727  |juev                          |1     |1     
6728  |juez                          |15    |1     
6729  |jug                           |9     |1     
6730  |jugador                       |2     |1     
6731  |jugar                         |1     |1     
6732  |jugl                          |1     |1     
6733  |juguet                        |1     |1     
6734  |jugueton                      |1     |1     
6735  |jui                           |1     |1     
6736  |juici                         |86    |1     
6737  |juli                          |9     |1     
6738  |jum                           |2     |1     
6739  |jument                        |78    |1     
6740  |jumentil                      |2     |1     
6741  |junc                          |2     |1     
6742  |junt                          |207   |1     
6743  |juntabansel                   |1     |1     
6744  |juntarons                     |2     |1     
6745  |juntat                        |1     |1     
6746  |juntem                        |1     |1     
6747  |juntill                       |1     |1     
6748  |juntur                        |1     |1     
6749  |jupit                         |5     |1     
6750  |jur                           |95    |1     
6751  |jurament                      |34    |1     
6752  |jurar                         |5     |1     
6753  |jurid                         |1     |1     
6754  |juridicion                    |7     |1     
6755  |jurisconsult                  |1     |1     
6756  |jurisdicion                   |1     |1     
6757  |jurisperit                    |2     |1     
6758  |just                          |88    |1     
6759  |justici                       |53    |1     
6760  |justisim                      |1     |1     
6761  |juvenal                       |1     |1     
6762  |juxt                          |1     |1     
6763  |juzg                          |67    |1     
6764  |juzgais                       |1     |1     
6765  |juzguenl                      |1     |1     
6766  |keep                          |2     |1     
6767  |keeping                       |2     |1     
6768  |kind                          |1     |1     
6769  |know                          |1     |1     
6770  |laberint                      |14    |1     
6771  |labi                          |24    |1     
6772  |labor                         |10    |1     
6773  |labr                          |9     |1     
6774  |labrador                      |131   |1     
6775  |labradoresc                   |1     |1     
6776  |labrander                     |1     |1     
6777  |labranz                       |2     |1     
6778  |lacay                         |27    |1     
6779  |lacayun                       |1     |1     
6780  |lacedemoni                    |2     |1     
6781  |lachrymis                     |1     |1     
6782  |lad                           |68    |1     
6783  |ladi                          |1     |1     
6784  |ladin                         |1     |1     
6785  |ladit                         |2     |1     
6786  |ladr                          |3     |1     
6787  |ladrill                       |1     |1     
6788  |ladrillaz                     |1     |1     
6789  |ladron                        |39    |1     
6790  |lag                           |9     |1     
6791  |lagan                         |2     |1     
6792  |lagar                         |1     |1     
6793  |lagart                        |4     |1     
6794  |lagartij                      |1     |1     
6795  |lagartijer                    |1     |1     
6796  |lagrim                        |100   |1     
6797  |lagun                         |8     |1     
6798  |laid                          |1     |1     
6799  |lam                           |2     |1     
6800  |lambic                        |1     |1     
6801  |lament                        |26    |1     
6802  |lamentacion                   |3     |1     
6803  |lami                          |1     |1     
6804  |lamin                         |1     |1     
6805  |lamp                          |5     |1     
6806  |lampaz                        |1     |1     
6807  |lampin                        |1     |1     
6808  |lan                           |15    |1     
6809  |lanc                          |3     |1     
6810  |lancer                        |1     |1     
6811  |languag                       |1     |1     
6812  |lantej                        |1     |1     
6813  |lantern                       |4     |1     
6814  |lanz                          |85    |1     
6815  |lanzarot                      |8     |1     
6816  |lanzon                        |19    |1     
6817  |lapic                         |3     |1     
6818  |lapidari                      |1     |1     
6819  |lar                           |1     |1     
6820  |lared                         |1     |1     
6821  |larg                          |91    |1     
6822  |las                           |3466  |1     
6823  |lasciv                        |9     |1     
6824  |lascivi                       |2     |1     
6825  |last                          |1     |1     
6826  |lastim                        |53    |1     
6827  |lastimer                      |6     |1     
6828  |lat                           |4     |1     
6829  |latig                         |1     |1     
6830  |latin                         |17    |1     
6831  |latrocini                     |1     |1     
6832  |laud                          |5     |1     
6833  |laudem                        |1     |1     
6834  |laur                          |4     |1     
6835  |laurcalc                      |1     |1     
6836  |laurel                        |3     |1     
6837  |lautrec                       |1     |1     
6838  |lav                           |25    |1     
6839  |lavadm                        |1     |1     
6840  |lavaj                         |1     |1     
6841  |lavapi                        |1     |1     
6842  |lavatori                      |4     |1     
6843  |lavos                         |1     |1     
6844  |law                           |2     |1     
6845  |laws                          |8     |1     
6846  |laz                           |12    |1     
6847  |lazari                        |1     |1     
6848  |lazarill                      |1     |1     
6849  |lea                           |7     |1     
6850  |leal                          |16    |1     
6851  |lealt                         |10    |1     
6852  |leam                          |2     |1     
6853  |leamel                        |1     |1     
6854  |leandr                        |15    |1     
6855  |learn                         |1     |1     
6856  |leas                          |1     |1     
6857  |lech                          |43    |1     
6858  |lechon                        |1     |1     
6859  |lecion                        |1     |1     
6860  |lector                        |9     |1     
6861  |ledani                        |1     |1     
6862  |lee                           |8     |1     
6863  |leedl                         |1     |1     
6864  |leeld                         |1     |1     
6865  |leell                         |5     |1     
6866  |leem                          |1     |1     
6867  |leen                          |1     |1     
6868  |leer                          |66    |1     
6869  |leeri                         |1     |1     
6870  |leerl                         |8     |1     
6871  |leg                           |1     |1     
6872  |legal                         |7     |1     
6873  |legally                       |1     |1     
6874  |leganit                       |1     |1     
6875  |legibus                       |1     |1     
6876  |legion                        |1     |1     
6877  |legisl                        |3     |1     
6878  |legitim                       |16    |1     
6879  |legu                          |64    |1     
6880  |lei                           |10    |1     
6881  |leid                          |73    |1     
6882  |leim                          |1     |1     
6883  |lej                           |55    |1     
6884  |leji                          |3     |1     
6885  |lel                           |3     |1     
6886  |lelili                        |1     |1     
6887  |lem                           |3     |1     
6888  |len                           |7     |1     
6889  |lenceri                       |1     |1     
6890  |lengu                         |124   |1     
6891  |lenguaj                       |10    |1     
6892  |lenit                         |1     |1     
6893  |lent                          |1     |1     
6894  |leo                           |2     |1     
6895  |leon                          |60    |1     
6896  |leoncit                       |2     |1     
6897  |leonel                        |40    |1     
6898  |leoner                        |15    |1     
6899  |leones                        |1     |1     
6900  |leonor                        |1     |1     
6901  |lerch                         |1     |1     
6902  |les                           |348   |1     
6903  |letani                        |1     |1     
6904  |letor                         |2     |1     
6905  |letr                          |102   |1     
6906  |lett                          |1     |1     
6907  |letu                          |2     |1     
6908  |letur                         |6     |1     
6909  |lev                           |3     |1     
6910  |levadiz                       |2     |1     
6911  |levant                        |207   |1     
6912  |levanta                       |4     |1     
6913  |levantall                     |1     |1     
